MEMBERSHIP_STATUS,MEMBERSHIP_TERM_YEARS_MINMAX_SC,MEMBERSHIP_TERM_YEARS_STD_SC,ANNUAL_FEES_MINMAX_SC,ANNUAL_FEES_STD_SC,MEMBER_MARITAL_STATUS_MOST_CAT,MEMBER_GENDER_MOST_CAT,MEMBER_ANNUAL_INCOME_AVG_MINMAX_SC,MEMBER_ANNUAL_INCOME_AVG_STD_SC,MEMBER_OCCUPATION_CD_CAT,MEMBERSHIP_PACKAGE_CAT,MEMBER_AGE_AT_ISSUE_MINMAX_SC,ADDITIONAL_MEMBERS_CAT,PAYMENT_MODE_CAT,START_DATE_MINMAX_SC
1,0.150537634,-0.291068759,1.00E-09,-0.293146125,1,1,0.001481291,0,5,1,0.815217391,1,0,0.526996198
1,0.086021505,-0.55710318,1.00E-09,-0.293146125,2,1,0.000490013,-0.058824591,0,1,0.260869565,0,0,0.327376426
1,0.193548387,-0.113712479,0.019271992,0.423813313,0,0,0.00139001,-0.005416805,1,0,0.456521739,0,0,0.712927757
1,0.086021505,-0.55710318,1.00E-09,-0.293146125,1,1,0.001481291,0,0,1,0.445652174,0,0,0.386311787
1,0.086021505,-0.55710318,0.004010313,-0.143953909,1,0,0.001481291,0,5,0,0.739130435,3,1,0.892015209
0,0.086021505,-0.55710318,1.00E-09,-0.293146125,1,1,0.000310011,-0.06950629,0,1,0.402173913,3,3,0.219391635
1,0.139784946,-0.335407829,0.001084291,-0.252808209,1,0,0.000790004,-0.04102247,1,0,0.293478261,0,0,0.94904943
1,0.892473118,2.76832708,0.004999961,-0.107136879,1,1,0.001481291,0,5,0,0.804347826,0,0,0.97756654
1,0.107526882,-0.46842504,1.00E-09,-0.293146125,1,1,0.000290007,-0.070693383,0,1,0.413043478,1,0,0.354372624
0,0.892473118,2.76832708,0.045555403,1.401612627,1,0,0.001190016,-0.017284886,0,0,0.706521739,0,0,0.68365019
1,0.451612903,0.950425205,1.00E-09,-0.293146125,1,0,0.000440008,-0.061791967,0,1,0.467391304,3,3,0.493155894
1,0.032258065,-0.77879853,1.00E-09,-0.293146125,1,1,0.000490013,-0.058824591,0,1,0.586956522,2,0,0.451330798
0,0.935483871,2.94568336,0.010563876,0.099852704,1,1,0.001481291,0,0,0,0.326086957,0,0,0.621673004
1,0.817204301,2.457953589,5.15E-05,-0.291230884,1,0,0.001481291,0,0,0,0.510869565,0,0,0.631939163
1,0.397849462,0.728729854,0.008936301,0.03930342,1,1,0.000790016,-0.041021758,0,1,0.52173913,1,0,0.550190114
0,0.193548387,-0.113712479,0.013673301,0.215529989,1,1,0.000690007,-0.046956511,1,0,0.554347826,1,1,0.815969582
1,1,3.211717781,0.0079281,0.001796178,1,1,0.000490001,-0.058825303,1,0,0.304347826,0,0,0.861596958
1,0.086021505,-0.55710318,0.006499969,-0.051333361,1,1,0.000853005,-0.037283876,1,0,0.760869565,3,0,0.965019011
1,0.032258065,-0.77879853,0.048768001,1.52112817,1,1,0.001490019,0.000517947,1,1,0.673913043,2,0,0.909505703
0,0.193548387,-0.113712479,1.00E-09,-0.293146125,1,1,0.001481291,0,0,1,0.891304348,0,0,0.479467681
0,0.032258065,-0.77879853,0.040000001,1.194939747,1,1,0.001190016,-0.017284886,0,1,0.489130435,2,0,0.554752852
0,0.193548387,-0.113712479,1.00E-09,-0.293146125,1,1,0.001481291,0,0,1,0.619565217,0,0,0.493155894
1,0.247311828,0.107982872,0.005944201,-0.072009124,1,1,0.002490025,0.059860485,0,0,0.5,3,3,0.688593156
0,0.193548387,-0.113712479,1.00E-09,-0.293146125,1,1,0.00019001,-0.076627423,0,1,0.445652174,1,0,0.453231939
1,0.139784946,-0.335407829,0.002000097,-0.21873826,1,0,0.000240002,-0.073660759,0,1,0.402173913,3,1,0.442585551
1,0.139784946,-0.335407829,0.007752881,-0.004722345,1,1,0.002390028,0.053926444,1,0,0.565217391,1,0,0.920532319
1,0.838709677,2.546631729,0.006999994,-0.032731358,1,1,0.00059001,-0.052890551,0,0,0.532608696,0,0,0.893155894
1,0.258064516,0.152321942,1.00E-09,-0.293146125,1,1,0.001481291,0,0,1,0.72826087,3,0,0.550190114
1,0.193548387,-0.113712479,0.004564762,-0.123327216,1,0,0.000490001,-0.058825303,0,0,0.391304348,3,0,0.909505703
1,0.032258065,-0.77879853,0.002000001,-0.218741831,1,1,0.001190016,-0.017284886,0,1,0.47826087,3,0,0.864258555
0,0.086021505,-0.55710318,1.00E-09,-0.293146125,1,1,0.000390004,-0.064759343,0,1,0.402173913,1,3,0.443726236
1,0.032258065,-0.77879853,0.005000001,-0.107135391,1,1,0.000790016,-0.041021758,0,1,0.413043478,3,0,0.420532319
1,0.086021505,-0.55710318,0.002671461,-0.193762078,1,1,0.001290013,-0.011350846,0,0,0.565217391,2,1,0.97756654
1,0.086021505,-0.55710318,0.002419893,-0.203120947,1,1,0.000440008,-0.061791967,0,0,0.510869565,3,1,0.960076046
0,0.193548387,-0.113712479,0.020000241,0.450905739,2,1,0.000690007,-0.046956511,0,1,0.293478261,0,1,0.456273764
1,0,-0.911815741,1.00E-09,-0.293146125,1,1,0.001481291,0,0,1,0.989130435,0,0,0.353992395
1,0.139784946,-0.335407829,1.00E-09,-0.293146125,1,1,0.000430012,-0.062385157,0,1,0.489130435,3,3,0.357414449
1,0.193548387,-0.113712479,1.00E-09,-0.293146125,1,1,0.001481291,0,0,1,0.489130435,0,0,0.492395437
1,0.301075269,0.329678223,1.00E-09,-0.293146125,1,1,0.00059001,-0.052890551,0,1,0.630434783,1,0,0.479847909
1,0.860215054,2.63530987,0.015000031,0.264887193,1,1,0.000790004,-0.04102247,5,0,0.847826087,0,0,0.965779468
1,0.086021505,-0.55710318,1.00E-09,-0.293146125,1,1,0.000890013,-0.035087718,0,1,0.434782609,1,3,0.268060837
0,0.032258065,-0.77879853,1.00E-09,-0.293146125,1,0,0.000490001,-0.058825303,1,1,0.52173913,2,3,0.742205323
0,0.193548387,-0.113712479,0.004375485,-0.130368727,1,1,0.000790004,-0.04102247,1,0,0.543478261,2,1,0.834980989
0,0.602150538,1.571172186,0.002744526,-0.191043903,1,1,0.001190016,-0.017284886,0,0,0.717391304,0,0,0.651711027
0,0.430107527,0.861747064,0.002000097,-0.21873826,1,1,0.000290007,-0.070693383,0,1,0.391304348,2,1,0.226235741
0,0.279569892,0.241000083,1.00E-09,-0.293146125,1,1,0.000284547,-0.071017395,0,1,0.652173913,3,0,0.514068441
1,0.032258065,-0.77879853,0.015000001,0.264886077,1,1,0.000690007,-0.046956511,0,1,0.239130435,2,3,0.581749049
0,0.032258065,-0.77879853,1.01E-07,-0.293142405,1,1,0.000290007,-0.070693383,1,1,0.673913043,0,0,0.803041825
1,0.408602151,0.773068924,0.009999959,0.078873781,1,1,0.000390004,-0.064759343,0,0,0.619565217,2,3,0.869581749
1,0.032258065,-0.77879853,1.00E-09,-0.293146125,1,1,0.000390004,-0.064759343,1,1,0.684782609,3,0,0.850570342
1,0.086021505,-0.55710318,0.008040096,0.00596267,1,1,0.00096061,-0.030898356,0,0,0.423913043,0,0,0.907224335
1,0.139784946,-0.335407829,0.000307947,-0.281689872,1,0,0.001481291,0,3,0,0.402173913,1,3,0.975665399
1,0.913978495,2.85700522,1.48E-05,-0.292596314,1,1,0.000890013,-0.035087718,1,0,0.543478261,0,0,0.770342205
0,0.419354839,0.817407994,0.005000121,-0.107130927,2,1,0.000340011,-0.067726007,0,1,0.391304348,0,1,0.273003802
1,0.086021505,-0.55710318,3.70E-08,-0.293144785,1,1,0.00059001,-0.052890551,0,0,0.554347826,1,0,0.664638783
0,0.032258065,-0.77879853,0.110000001,3.799090022,2,1,0.001690013,0.012386027,0,1,0.467391304,0,0,0.770342205
1,0.032258065,-0.77879853,1.00E-09,-0.293146125,1,1,0.000390004,-0.064759343,0,1,0.489130435,3,0,0.27148289
0,0.032258065,-0.77879853,0.005000001,-0.107135391,2,1,0.000290007,-0.070693383,0,1,0.52173913,0,0,0.215589354
0,0.494623656,1.127781485,0.008000001,0.00447105,1,1,0.000490013,-0.058824591,0,1,0.423913043,3,1,0.519771863
1,0.516129032,1.216459625,0.010000001,0.078875343,1,0,0.000790016,-0.041021758,0,1,0.402173913,1,0,0.549809886
1,0.139784946,-0.335407829,4.60E-08,-0.293144451,1,0,0.001481291,0,5,0,0.77173913,0,0,0.941825095
1,0.086021505,-0.55710318,0.013998465,0.227626788,1,1,0.000490001,-0.058825303,1,0,0.652173913,2,1,0.888973384
1,0.032258065,-0.77879853,1.00E-09,-0.293146125,1,1,0.000415,-0.063276011,0,1,0.304347826,2,3,0.980608365
1,0.139784946,-0.335407829,4.30E-08,-0.293144562,2,1,0.000490001,-0.058825303,1,0,0.260869565,0,0,0.965019011
0,0.548387097,1.349476836,0.002000001,-0.218741831,1,1,0.001481291,0,0,1,0.77173913,2,1,0.538403042
0,0.139784946,-0.335407829,0.010000001,0.078875343,1,0,0.000150002,-0.079001609,0,1,0.282608696,1,0,0.711787072
1,0.032258065,-0.77879853,1.00E-09,-0.293146125,1,1,0.00099001,-0.029153678,0,1,0.684782609,2,0,0.479847909
1,0.247311828,0.107982872,0.110000017,3.799090617,1,1,0.041990424,2.403900337,1,0,0.619565217,2,3,0.909505703
1,0.086021505,-0.55710318,0.002233653,-0.210049475,1,1,0.00059001,-0.052890551,0,0,0.47826087,3,1,0.8121673
0,0.268817204,0.196661012,0.002000001,-0.218741831,1,1,0.001481291,0,5,1,0.663043478,3,1,0.510646388
1,0.032258065,-0.77879853,0.005000001,-0.107135391,1,1,0.001481291,0,0,1,0.52173913,0,0,0.602661597
1,0.397849462,0.728729854,1.00E-09,-0.293146125,1,0,0.000490013,-0.058824591,0,1,0.52173913,2,0,0.476806084
1,0.086021505,-0.55710318,0.001999965,-0.21874317,1,1,0.001481291,0,5,0,0.739130435,3,1,0.942205323
0,0.161290323,-0.246729689,1.40E-08,-0.293145641,1,1,0.000390004,-0.064759343,4,1,0.554347826,1,0,0.348669202
0,0.032258065,-0.77879853,0.010000001,0.078875343,1,1,0.000540005,-0.055857927,0,1,0.489130435,1,0,0.513307985
0,0.032258065,-0.77879853,1.00E-09,-0.293146125,1,1,0.00059001,-0.052890551,0,1,0.608695652,1,3,0.809125475
1,0.032258065,-0.77879853,0.002000097,-0.21873826,1,1,0.001481291,0,0,1,0.565217391,0,1,0.716730038
1,0.032258065,-0.77879853,2.01E-07,-0.293138684,1,1,0.000290007,-0.070693383,0,1,0.673913043,1,0,0.575665399
1,0.559139785,1.393815906,1.00E-09,-0.293146125,1,1,0.000505013,-0.057934449,0,1,0.369565217,1,0,0.493155894
1,0.086021505,-0.55710318,0.002063961,-0.216362382,1,0,0.000410008,-0.06357225,0,0,0.380434783,0,1,0.903422053
1,0.752688172,2.191919168,0.000297996,-0.282060071,1,1,0.00059001,-0.052890551,0,0,0.608695652,0,0,0.942585551
0,0.376344086,0.640051714,0.5150042,18.86611572,1,1,0.002990034,0.089532109,0,1,0.445652174,1,1,0.336121673
1,0.967741935,3.078700571,5.16E-05,-0.291225601,1,1,0.001481291,0,0,0,0.402173913,0,2,0.629657795
1,0.032258065,-0.77879853,1.00E-09,-0.293146125,1,1,0.000350008,-0.067132817,0,1,0.608695652,2,0,0.864258555
0,0.505376344,1.172120555,0.002360097,-0.205345487,2,1,0.000204998,-0.075737994,0,1,0.293478261,0,1,0.341444867
1,0.086021505,-0.55710318,4.20E-08,-0.293144599,1,0,0.000490001,-0.058825303,0,0,0.532608696,0,0,0.996958175
1,0.559139785,1.393815906,1.00E-09,-0.293146125,1,1,0.001481291,0,5,1,0.77173913,0,0,0.498479087
1,0.139784946,-0.335407829,1.00E-09,-0.293146125,1,1,0.000790016,-0.041021758,0,1,0.358695652,3,0,0.525095057
1,0.193548387,-0.113712479,0.002000001,-0.218741831,1,1,0.001481291,0,0,1,0.663043478,0,3,0.547908745
1,0.086021505,-0.55710318,1.00E-09,-0.293146125,1,0,0.000140005,-0.079594799,0,1,0.391304348,3,0,0.215589354
1,0.032258065,-0.77879853,8.10E-08,-0.293143149,1,0,0.000140005,-0.079594799,0,1,0.413043478,3,1,0.263117871
1,0.032258065,-0.77879853,0.040000001,1.194939747,1,1,0.000391912,-0.064646117,0,1,0.510869565,3,3,0.909505703
0,0.268817204,0.196661012,0.010000001,0.078875343,1,1,0.000290007,-0.070693383,0,1,0.543478261,1,2,0.419391635
1,0.032258065,-0.77879853,0.010000001,0.078875343,2,1,0.000790004,-0.04102247,1,1,0.260869565,0,0,0.909505703
0,0.032258065,-0.77879853,1.00E-09,-0.293146125,1,0,0.000790004,-0.04102247,1,1,0.532608696,0,3,0.753231939
1,0.086021505,-0.55710318,0.001999929,-0.21874451,1,1,0.001481291,0,5,0,0.695652174,3,1,0.907604563
1,0.247311828,0.107982872,1.03E-07,-0.29314233,1,1,0.000365008,-0.066242675,4,0,0.434782609,3,3,0.781749049
1,0.139784946,-0.335407829,1.00E-09,-0.293146125,2,1,0.002590034,0.065795237,0,1,0.445652174,0,0,0.592775665
1,0.946236559,2.990022431,1.30E-05,-0.292661492,1,1,0.000490001,-0.058825303,1,0,0.391304348,0,0,0.757794677
1,0.193548387,-0.113712479,0.002370585,-0.204955311,2,0,0.000290007,-0.070693383,0,0,0.456521739,0,1,0.886692015
1,0.107526882,-0.46842504,0.020800018,0.480659161,1,1,0.003490031,0.119203022,0,0,0.695652174,3,0,0.988593156
1,0.193548387,-0.113712479,0.040000001,1.194939747,2,1,0.001090019,-0.023218926,0,1,0.293478261,0,0,0.491254753
1,0.967741935,3.078700571,1.28E-05,-0.292669342,1,1,0.000189998,-0.076628135,0,0,0.380434783,0,0,0.684410646
1,0.086021505,-0.55710318,1.00E-09,-0.293146125,1,1,0.000340011,-0.067726007,0,1,0.358695652,2,3,0.255893536
0,0.784946237,2.324936379,0.000343119,-0.280381399,1,1,0.001481291,0,5,0,0.652173913,0,0,0.838022814
1,0.440860215,0.906086134,1.00E-09,-0.293146125,1,0,0.000250011,-0.073066857,0,1,0.489130435,3,0,0.493155894
1,0.032258065,-0.77879853,0.020000241,0.450905739,1,1,0.000339999,-0.067726719,0,1,0.608695652,1,1,0.853231939
1,0.139784946,-0.335407829,0.001000019,-0.255943308,2,1,0.000278007,-0.071405496,0,0,0.239130435,0,0,1
1,0.086021505,-0.55710318,0.005311543,-0.09554536,2,0,0.001481291,0,5,0,0.684782609,0,3,0.937262357
0,0.139784946,-0.335407829,1.00E-09,-0.293146125,1,1,0.001481291,0,5,1,0.673913043,0,0,0.445247148
1,0.086021505,-0.55710318,1.00E-09,-0.293146125,1,0,0.002490025,0.059860485,0,1,0.369565217,3,0,0.317870722
1,0.322580645,0.418356363,0.009999901,0.078871623,1,1,0.000490013,-0.058824591,0,1,0.489130435,3,0,0.248288973
1,0.290322581,0.285339153,1.00E-09,-0.293146125,1,0,0.001481291,0,3,1,0.641304348,1,0,0.479087452
1,0.311827957,0.374017293,0.030000001,0.822918279,1,1,0.001390022,-0.005416093,0,1,0.5,3,3,0.238022814
0,0.032258065,-0.77879853,0.012500008,0.17188097,1,1,0.001042834,-0.026018955,0,1,0.619565217,1,0,0.631939163
0,0.376344086,0.640051714,0.000135001,-0.288123835,1,0,0.000540005,-0.055857927,0,1,0.489130435,3,0,0.550190114
1,0.086021505,-0.55710318,1.00E-09,-0.293146125,1,1,0.000360004,-0.066539626,4,1,0.326086957,3,0,0.301901141
1,0.032258065,-0.77879853,0.006000129,-0.069928482,2,1,0.000339999,-0.067726719,1,1,0.304347826,0,1,0.905703422
0,0.032258065,-0.77879853,1.00E-09,-0.293146125,2,1,0.001590016,0.006451987,0,1,0.239130435,0,0,0.766920152
1,0.086021505,-0.55710318,1.00E-09,-0.293146125,1,1,0.001290013,-0.011350846,0,1,0.467391304,3,0,0.457034221
1,0.139784946,-0.335407829,1.00E-09,-0.293146125,1,0,0.000290007,-0.070693383,1,1,0.293478261,1,0,0.767680608
1,0.139784946,-0.335407829,0.000309004,-0.28165055,1,0,0.000170006,-0.077814516,0,0,0.391304348,2,0,0.972243346
1,0.086021505,-0.55710318,0.000311877,-0.281543668,1,0,0.001481291,0,5,0,0.717391304,1,3,0.928897338
0,0.376344086,0.640051714,0.029470001,0.803201141,1,1,0.00099001,-0.029153678,0,1,0.543478261,1,0,0.508745247
0,0,-0.911815741,1.00E-09,-0.293146125,1,0,0.000440008,-0.061791967,0,1,0.282608696,2,3,0.430038023
1,0.086021505,-0.55710318,0.000198489,-0.285761945,1,1,0.000490001,-0.058825303,0,0,0.543478261,3,0,0.929657795
0,0.032258065,-0.77879853,0.015000008,0.264886337,1,0,0.001481291,0,5,1,0.739130435,3,0,0.755893536
0,0.193548387,-0.113712479,0.009900001,0.075155128,1,1,0.001490019,0.000517947,0,1,0.554347826,1,0,0.482509506
0,0.634408602,1.704189397,5.15E-05,-0.291230884,1,1,0.001290013,-0.011350846,0,0,0.391304348,1,0,0.631939163
1,0.666666667,1.837206607,0.010000001,0.078875343,2,1,0.000490013,-0.058824591,0,1,0.239130435,0,3,0.550190114
0,0.032258065,-0.77879853,0.003500001,-0.162938611,1,0,0.000317199,-0.069079734,1,1,0.434782609,0,0,0.734220532
1,0.086021505,-0.55710318,0.008477094,0.022219933,1,0,0.000440008,-0.061791967,0,0,0.467391304,2,0,0.942585551
1,0.086021505,-0.55710318,0.000885147,-0.260216793,1,0,0.000890013,-0.035087718,0,0,0.380434783,2,0,0.942585551
0,0.333333333,0.462695433,0.090000001,3.055047086,1,1,0.004190046,0.16074344,0,1,0.597826087,1,0,0.497718631
0,0.032258065,-0.77879853,0.040000001,1.194939747,1,1,0.001265581,-0.012800708,0,1,0.5,3,0,0.768821293
1,0.107526882,-0.46842504,0.001999617,-0.218756117,1,1,0.002390028,0.053926444,0,0,0.510869565,0,1,1
1,0.086021505,-0.55710318,0.006433273,-0.053814596,1,0,0.001481291,0,5,0,0.717391304,2,0,0.890874525
1,0.290322581,0.285339153,0.091000809,3.092279292,1,0,0.001790022,0.018320779,0,1,0.52173913,1,1,0.317490494
1,0.64516129,1.748528467,1.20E-08,-0.293145716,1,1,0.000490001,-0.058825303,0,0,0.380434783,3,0,0.730798479
1,0.516129032,1.216459625,0.003000001,-0.181539684,1,1,0.000390004,-0.064759343,0,0,0.510869565,2,0,0.622813688
1,0.301075269,0.329678223,0.000800085,-0.263381282,1,0,0.000265011,-0.072176715,0,1,0.510869565,1,1,0.310646388
1,0.139784946,-0.335407829,1.00E-09,-0.293146125,1,0,0.001481291,0,3,1,0.684782609,2,0,0.32243346
1,0.193548387,-0.113712479,1.00E-09,-0.293146125,1,1,0.001481291,0,0,1,0.652173913,2,0,0.468821293
1,0.032258065,-0.77879853,0.005000001,-0.107135391,2,1,0.00059001,-0.052890551,0,1,0.293478261,0,0,0.09581749
1,0.139784946,-0.335407829,0.00249998,-0.200141539,1,1,0.001481291,0,5,0,0.782608696,0,0,0.982889734
1,0.35483871,0.551373573,0.010000001,0.078875343,1,1,0.000490013,-0.058824591,0,1,0.565217391,3,2,0.525095057
0,0.086021505,-0.55710318,1.00E-09,-0.293146125,1,1,0.000290007,-0.070693383,0,1,0.47826087,2,3,0.452091255
1,0.032258065,-0.77879853,0.001200001,-0.248503549,1,1,0.000890013,-0.035087718,1,1,0.434782609,1,0,0.861596958
1,0.139784946,-0.335407829,0.017,0.339290333,1,1,0.001490019,0.000517947,1,0,0.467391304,0,0,0.954372624
1,0.193548387,-0.113712479,8.10E-08,-0.293143149,1,1,0.001481291,0,0,1,0.532608696,0,1,0.476045627
1,0.139784946,-0.335407829,1.00E-09,-0.293146125,2,1,0.000490013,-0.058824591,0,1,0.293478261,0,3,0.296958175
1,0.677419355,1.881545677,0.002000001,-0.218741831,2,0,9.00E-05,-0.082562176,0,1,0.22826087,0,2,0.48973384
1,0.47311828,1.039103345,0.003866601,-0.149300304,1,1,0.001890019,0.02425482,0,1,0.445652174,2,0,0.523954373
1,0.086021505,-0.55710318,0.001170339,-0.249607039,1,0,0.001481291,0,5,0,0.717391304,0,0,0.879087452
0,0.086021505,-0.55710318,0.003250365,-0.172225606,1,1,0.000490001,-0.058825303,1,0,0.652173913,1,1,0.882889734
1,0.408602151,0.773068924,0.014000193,0.227691073,1,1,0.000490013,-0.058824591,0,1,0.402173913,1,1,0.414828897
1,0.591397849,1.526833116,2.00E-08,-0.293145418,1,1,0.001481291,0,3,1,0.413043478,0,0,0.215589354
1,0.440860215,0.906086134,0.001751777,-0.227976297,1,0,0.000365008,-0.066242675,1,0,0.586956522,1,0,0.850570342
1,0.634408602,1.704189397,0.001052745,-0.253981788,1,1,0.00059001,-0.052890551,1,0,0.402173913,2,1,0.793536122
1,0.086021505,-0.55710318,1.00E-09,-0.293146125,1,1,0.000410008,-0.06357225,0,1,0.369565217,1,0,0.411406844
1,0.086021505,-0.55710318,0.00250006,-0.200138563,1,1,0.001481291,0,0,1,0.673913043,0,0,0.378707224
1,0.634408602,1.704189397,0.020000015,0.450897332,1,1,0.000790004,-0.04102247,1,0,0.402173913,2,0,0.960076046
1,0.086021505,-0.55710318,0.004999996,-0.107135577,1,1,0.000490001,-0.058825303,1,0,0.554347826,0,0,0.930798479
0,0.086021505,-0.55710318,1.00E-09,-0.293146125,2,1,0.000290007,-0.070693383,0,1,0.282608696,0,0,0.249429658
1,0.139784946,-0.335407829,0.002865633,-0.186538462,1,1,0.000490001,-0.058825303,1,0,0.543478261,2,3,0.998859316
0,0.924731183,2.90134429,7.68E-05,-0.290288851,1,1,0.001481291,0,0,0,0.532608696,0,0,0.635741445
1,0.107526882,-0.46842504,1.00E-09,-0.293146125,3,0,0.000240002,-0.073660759,0,1,0.717391304,0,3,0.336121673
1,0.032258065,-0.77879853,2.01E-07,-0.293138684,1,0,0.000790016,-0.041021758,0,1,0.576086957,3,0,0.619391635
0,0.032258065,-0.77879853,1.00E-09,-0.293146125,1,1,0.000290007,-0.070693383,0,1,0.467391304,3,0,0.318250951
0,0.666666667,1.837206607,1.00E-09,-0.293146125,1,1,0.001481291,0,0,1,0.652173913,0,0,0.549809886
1,0.11827957,-0.424085969,1.00E-09,-0.293146125,1,0,0.000350008,-0.067132817,0,1,0.706521739,2,0,0.368441065
0,0.623655914,1.659850327,0.010102981,0.08270642,1,1,0.001490019,0.000517947,0,0,0.413043478,3,3,0.603802281
1,0.032258065,-0.77879853,1.00E-09,-0.293146125,1,0,0.00059001,-0.052890551,1,1,0.902173913,1,0,0.877946768
1,0.032258065,-0.77879853,1.00E-09,-0.293146125,1,1,0.000490013,-0.058824591,0,1,0.358695652,1,3,0.353992395
0,0.193548387,-0.113712479,0.002500001,-0.200140758,1,0,0.000292623,-0.070538142,0,1,0.47826087,1,0,0.550190114
0,0.311827957,0.374017293,1.00E-09,-0.293146125,1,1,0.000640014,-0.049923175,0,1,0.608695652,2,2,0.497338403
1,0.032258065,-0.77879853,1.00E-09,-0.293146125,1,1,0.000390004,-0.064759343,0,1,0.630434783,1,0,0.493155894
1,0.032258065,-0.77879853,1.01E-07,-0.293142405,1,0,0.000390004,-0.064759343,0,1,0.565217391,0,0,0.665779468
1,0.086021505,-0.55710318,1.00E-09,-0.293146125,1,1,0.002090025,0.036123612,4,1,0.619565217,3,0,0.156653992
1,0.086021505,-0.55710318,0.029999977,0.822917386,2,1,0.00099001,-0.029153678,0,0,0.380434783,0,0,0.998479087
0,0.032258065,-0.77879853,0.09,3.055047049,1,1,0.005990064,0.267560435,1,1,0.586956522,1,0,0.770342205
1,0.032258065,-0.77879853,0.025000001,0.636907545,2,1,0.000540005,-0.055857927,0,1,0.27173913,0,0,0.902661597
0,0.698924731,1.970223818,0.030000001,0.822918279,1,1,0.001481291,0,0,1,0.77173913,0,3,0.500760456
1,0.139784946,-0.335407829,1.00E-09,-0.293146125,2,1,0.00123102,-0.014851594,0,1,0.260869565,0,0,0.56539924
0,0.086021505,-0.55710318,0.046045881,1.419859462,1,1,0.001481291,0,5,0,0.695652174,3,1,0.734220532
1,0.032258065,-0.77879853,8.10E-08,-0.293143149,1,1,0.000790004,-0.04102247,1,1,0.434782609,1,1,0.758174905
1,0.086021505,-0.55710318,0.000515145,-0.273981662,1,1,0.000790004,-0.04102247,0,0,0.445652174,2,1,0.938403042
1,0.52688172,1.260798696,0.008253201,0.013890633,1,1,0.00099001,-0.029153678,0,1,0.402173913,2,0,0.468821293
0,0.193548387,-0.113712479,0.005000001,-0.107135391,1,0,0.000490013,-0.058824591,0,1,0.47826087,3,0,0.457034221
1,0.741935484,2.147580098,3.00E-08,-0.293145046,2,1,0.000210002,-0.075441043,0,0,0.260869565,0,0,0.595437262
0,0.139784946,-0.335407829,0.005000001,-0.107135391,2,1,0.000365008,-0.066242675,0,1,0.25,0,0,0.526996198
1,0.193548387,-0.113712479,0.99,36.53697919,1,0,0.002090025,0.036123612,0,1,0.619565217,3,0,0.215589354
1,0.139784946,-0.335407829,0.005463621,-0.089887732,2,1,0.002490025,0.059860485,0,0,0.369565217,0,1,0.976425856
0,0.193548387,-0.113712479,0.005000001,-0.107135391,1,1,0.001190016,-0.017284886,0,1,0.391304348,3,0,0.513307985
1,0.193548387,-0.113712479,0.002000001,-0.218741831,1,1,0.001481291,0,0,1,0.619565217,0,3,0.477186312
1,0.989247312,3.167378711,0.040233618,1.203630801,1,1,0.001990016,0.03018886,1,0,0.695652174,0,0,0.74486692
1,0.086021505,-0.55710318,0.049990953,1.566624609,1,1,0.000720007,-0.045176227,1,0,0.380434783,3,1,0.76730038
1,0.032258065,-0.77879853,1.00E-09,-0.293146125,1,1,0.00041314,-0.063386389,1,1,0.434782609,1,0,0.770342205
1,0.086021505,-0.55710318,0.002201767,-0.211235703,1,1,0.000490001,-0.058825303,0,0,0.576086957,3,3,0.904562738
1,0.838709677,2.546631729,5.15E-05,-0.291230289,1,0,0.001481291,0,0,0,0.445652174,0,0,0.631939163
1,0.290322581,0.285339153,1.00E-09,-0.293146125,1,0,0.000390004,-0.064759343,0,1,0.467391304,2,0,0.398859316
0,0.516129032,1.216459625,5.15E-05,-0.291230995,1,1,0.000790004,-0.04102247,0,0,0.52173913,2,0,0.631939163
1,0.139784946,-0.335407829,0.020927003,0.485383275,1,0,0.00059001,-0.052890551,0,0,0.565217391,0,0,0.942585551
1,0.247311828,0.107982872,3.20E-08,-0.293144972,1,1,0.000540005,-0.055857927,1,0,0.489130435,3,0,0.909505703
1,0.139784946,-0.335407829,3.20E-08,-0.293144972,1,1,0.000940005,-0.032121054,1,0,0.380434783,2,0,0.966159696
1,0.032258065,-0.77879853,1.00E-09,-0.293146125,1,1,0.000890013,-0.035087718,0,1,0.445652174,2,0,0.696197719
1,0.075268817,-0.60144225,1.00E-09,-0.293146125,1,0,0.000290007,-0.070693383,0,1,0.739130435,3,0,0.386692015
0,0.419354839,0.817407994,0.002000097,-0.21873826,1,0,0.000240002,-0.073660759,0,1,0.402173913,1,1,0.4
0,0.548387097,1.349476836,0.009701206,0.067759528,1,1,0.001481291,0,5,0,0.760869565,1,0,0.845247148
1,0.301075269,0.329678223,1.00E-09,-0.293146125,1,1,0.000390004,-0.064759343,0,1,0.467391304,3,0,0.419391635
1,0.086021505,-0.55710318,1.00E-09,-0.293146125,1,1,0.000440008,-0.061791967,0,1,0.402173913,1,0,0.376045627
1,0.365591398,0.595712644,1.00E-09,-0.293146125,1,1,0.000290007,-0.070693383,0,1,0.456521739,3,0,0.3121673
1,0.139784946,-0.335407829,1.00E-09,-0.293146125,2,1,0.00162202,0.008351193,0,1,0.25,0,3,0.502661597
1,0.655913978,1.792867537,0.016500001,0.320689297,1,1,0.001481291,0,0,1,0.630434783,0,0,0.515969582
1,0.225806452,0.019304732,1.00E-09,-0.293146125,1,1,0.000240002,-0.073660759,0,1,0.706521739,3,0,0.485171103
