INDEX,MEMBERSHIP_NUMBER,MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_CODE,START_DATE,END_DATE,MEMBERSHIP_STATUS
7040,A07045,12,150000,M,M,1999992,2,TYPE-B,52,3,ANNUAL,1314199,20120608,,INFORCE
4335,A04337,55,200000,M,F,999996,1,TYPE-B,40,2,ANNUAL,739255,20100730,20110926,CANCELLED
4693,A04696,52,2000000,M,M,54050628,1,TYPE-B,43,2,ANNUAL,896999,20100831,,INFORCE
1221,A01222,12,121199.88,M,M,699996,5,TYPE-B,45,3,MONTHLY,459799,20090123,,INFORCE
9084,A09089,82,111217.2,S,M,499992,2,TYPE-A,21,0,MONTHLY,1389288,20130606,,INFORCE
2548,A02549,17,100000,S,M,249996,1,TYPE-B,39,0,QUARTERLY,842788,20100108,20100607,CANCELLED
750,A00751,17,100000,M,M,600000,1,TYPE-B,50,3,ANNUAL,62822,20080911,,INFORCE
437,A00438,27,100000,M,F,360000,1,TYPE-B,58,3,SEMI-ANNUAL,195577,20080410,20110609,CANCELLED
6627,A06632,12,700000,,F,600000,1,TYPE-B,55,0,ANNUAL,1188522,20120329,20130527,CANCELLED
3411,A03413,27,150001.2,,,,6,TYPE-B,58,0,MONTHLY,702966,20100331,20100727,CANCELLED
8773,A08778,22,199999.54,D,M,1200000,1,TYPE-A,50,0,SEMI-ANNUAL,1399555,20130331,,INFORCE
2847,A02848,53,100000,M,M,30000000,1,TYPE-B,42,2,ANNUAL,836322,20100129,,INFORCE
1173,A01174,27,199900,M,F,,4,TYPE-B,57,3,SEMI-ANNUAL,156544,20081231,20110226,CANCELLED
8077,A08082,12,135000,,M,2199996,2,TYPE-B,65,1,ANNUAL,1219322,20130228,,INFORCE
2699,A02700,22,100000,,,,1,TYPE-B,36,1,ANNUAL,723566,20100215,,INFORCE
8159,A08164,43,699999.97,M,M,17400000,1,TYPE-A,62,3,ANNUAL,1358300,20130315,,INFORCE
8265,A08270,27,162089.16,M,M,499992,2,TYPE-A,43,1,MONTHLY,343344,20130228,,INFORCE
9318,A09323,73,248999.9,S,M,699996,1,TYPE-A,29,0,ANNUAL,1132655,20130726,,INFORCE
2481,A02482,19,100000,S,M,699996,1,TYPE-B,75,0,ANNUAL,20500,20091222,,INFORCE
4303,A04305,38,100000,M,M,399996,1,TYPE-B,56,2,ANNUAL,1018333,20100729,,INFORCE
8746,A08751,12,120000.96,M,M,810000,1,TYPE-B,59,3,MONTHLY,1281577,20130331,20130827,CANCELLED
2706,A02707,12,400000,M,M,1500000,1,TYPE-B,49,1,ANNUAL,830833,20100129,,INFORCE
5033,A05036,12,150000,M,M,450000,1,TYPE-B,46,2,ANNUAL,1124388,20101126,20120125,CANCELLED
326,A00327,55,199000,M,M,399996,1,TYPE-B,28,1,SEMI-ANNUAL,204766,20080319,20081118,CANCELLED
1039,A01040,12,100000,S,M,200004,1,TYPE-B,30,0,SEMI-ANNUAL,534822,20081212,20100210,CANCELLED
2637,A02638,12,199998,,,,1,TYPE-B,44,0,SEMI-ANNUAL,728855,20100115,,INFORCE
5426,A05429,12,100000.8,S,M,350004,1,TYPE-B,27,0,MONTHLY,862400,20110228,20120627,CANCELLED
2499,A02500,22,100000,M,M,729996,5,TYPE-B,30,3,ANNUAL,809488,20091229,,INFORCE
1004,A01005,34,150001.2,M,M,399996,1,TYPE-B,50,3,MONTHLY,548333,20081128,,INFORCE
2861,A02862,48,100000,M,F,150000,1,TYPE-B,47,2,ANNUAL,792622,20100129,,INFORCE
3233,A03235,51,1000000,M,M,1100004,1,TYPE-B,44,3,SINGLE-PREMIUM,577966,20100312,,INFORCE
1870,A01871,53,400000,M,M,5000004,1,TYPE-B,29,3,ANNUAL,347388,20090713,,INFORCE
4742,A04745,64,100000,M,M,399996,1,TYPE-B,28,2,ANNUAL,1082944,20100831,20111027,CANCELLED
7844,A07849,12,150000,M,F,750000,2,TYPE-B,64,2,ANNUAL,1298777,20130108,,INFORCE
8686,A08691,12,100000,M,F,688872,2,TYPE-B,56,3,ANNUAL,1296633,20130331,,INFORCE
8369,A08374,93,250000.52,,M,475800,2,TYPE-A,43,0,ANNUAL,1243888,20130330,,INFORCE
534,A00535,12,100000,M,M,200004,5,TYPE-B,43,2,ANNUAL,7655,20080618,,INFORCE
7015,A07020,27,162182.4,M,F,279996,2,TYPE-A,49,1,MONTHLY,1284811,20120531,20120812,CANCELLED
3960,A03962,36,201000,W,F,900000,1,TYPE-B,59,0,ANNUAL,992500,20100527,,INFORCE
3344,A03346,28,100000,,,,6,TYPE-B,68,2,ANNUAL,183611,20100330,,INFORCE
6594,A06599,12,100000,M,F,859992,2,TYPE-B,44,1,ANNUAL,499555,20120323,20130522,CANCELLED
7934,A07939,17,102685.92,M,M,499992,1,TYPE-A,40,1,MONTHLY,1097866,20130211,20130826,CANCELLED
585,A00586,12,100000,M,M,500004,1,TYPE-B,43,3,SEMI-ANNUAL,294788,20080714,20090313,CANCELLED
8550,A08555,17,116465.28,,M,,6,TYPE-A,68,3,MONTHLY,343500,20130330,,INFORCE
10271,A10276,17,124831.32,M,F,499992,1,TYPE-A,37,3,MONTHLY,343344,20131127,,INFORCE
3035,A03036,30,100000,M,F,300000,1,TYPE-B,65,3,ANNUAL,448099,20100222,,INFORCE
9590,A09595,27,140000.03,,M,1500000,2,TYPE-A,51,0,ANNUAL,20300,20130830,,INFORCE
2585,A02586,17,100000,M,M,600000,5,TYPE-B,46,2,ANNUAL,486188,20100125,,INFORCE
1703,A01704,41,100000,M,M,5000004,1,TYPE-B,33,1,ANNUAL,468733,20090609,20100808,CANCELLED
4631,A04634,45,102000,M,F,500004,1,TYPE-B,50,3,MONTHLY,17277,20100831,,INFORCE
6010,A06015,12,120000.84,M,F,999996,1,TYPE-B,55,3,MONTHLY,1182699,20111010,,INFORCE
5026,A05029,12,102000.72,,M,,1,TYPE-B,75,0,MONTHLY,708822,20101129,20110627,CANCELLED
491,A00492,12,150000,S,M,300000,1,TYPE-B,24,0,ANNUAL,30366,20080515,20090714,CANCELLED
4129,A04131,48,100000,M,M,3000000,1,TYPE-B,47,3,ANNUAL,954955,20100629,,INFORCE
4695,A04698,33,100000,M,M,350004,1,TYPE-B,61,3,ANNUAL,343344,20100831,,INFORCE
2836,A02837,22,100000,M,M,999996,1,TYPE-B,35,3,ANNUAL,844044,20100129,,INFORCE
2266,A02267,12,100000,S,F,500004,1,TYPE-B,41,0,QUARTERLY,803599,20091030,20100329,CANCELLED
5159,A05162,101,237627,,M,,1,TYPE-A,33,0,SEMI-ANNUAL,810444,20110104,,INFORCE
7194,A07199,17,129944.04,M,M,399996,1,TYPE-A,58,3,MONTHLY,343477,20120730,,INFORCE
10274,A10279,17,210000.29,S,M,600000,1,TYPE-A,25,0,ANNUAL,1370355,20131122,,INFORCE
5082,A05085,46,120619.88,M,M,500004,1,TYPE-A,58,2,SEMI-ANNUAL,1132133,20101231,20120728,CANCELLED
10246,A10251,17,103090.02,,M,900000,2,TYPE-A,38,0,ANNUAL,1395766,20131126,,INFORCE
3548,A03550,12,150000,M,M,199992,5,TYPE-B,54,3,ANNUAL,869588,20100413,20120612,CANCELLED
2900,A02901,35,200000,M,M,800004,1,TYPE-B,60,3,ANNUAL,587177,20100208,,INFORCE
819,A00820,55,120000.96,,,,1,TYPE-B,59,3,MONTHLY,249366,20080926,,INFORCE
2944,A02945,43,100000,M,F,180000,1,TYPE-B,52,2,ANNUAL,507177,20100215,20110414,CANCELLED
1916,A01917,47,100000,M,F,260004,1,TYPE-B,38,1,ANNUAL,574366,20090723,,INFORCE
3185,A03187,12,250000,M,F,900000,1,TYPE-B,51,1,ANNUAL,595933,20100312,,INFORCE
8498,A08503,77,360000.35,M,M,1200000,2,TYPE-A,26,2,ANNUAL,1401599,20130331,,INFORCE
8988,A08993,17,123605.52,M,F,499992,2,TYPE-A,45,1,MONTHLY,348355,20130516,,INFORCE
8242,A08247,32,141699.96,,M,499992,1,TYPE-A,45,0,ANNUAL,1391233,20130228,,INFORCE
4313,A04315,27,100000,,,,1,TYPE-B,54,0,ANNUAL,541988,20100730,20120926,CANCELLED
7819,A07824,22,103090.02,,M,799992,2,TYPE-A,80,0,ANNUAL,746500,20121231,,INFORCE
8018,A08023,32,102226.11,M,M,450000,2,TYPE-A,53,3,ANNUAL,1380499,20130131,,INFORCE
4572,A04575,42,500055,,,,1,TYPE-B,56,2,ANNUAL,657955,20100830,20111027,CANCELLED
4099,A04101,48,100000,M,M,300000,1,TYPE-B,46,1,SEMI-ANNUAL,792622,20100624,,INFORCE
1133,A01134,35,100000.8,M,F,249996,1,TYPE-B,49,2,MONTHLY,198922,20081230,,INFORCE
6191,A06196,12,120000.84,M,M,3600000,1,TYPE-B,52,3,MONTHLY,225699,20111226,,INFORCE
8877,A08882,17,175076.74,M,M,799992,1,TYPE-A,43,2,SEMI-ANNUAL,343344,20130416,,INFORCE
2518,A02519,12,100000,M,M,320004,1,TYPE-B,42,2,QUARTERLY,816233,20091229,,INFORCE
397,A00398,59,100000,S,F,120000,1,TYPE-B,23,0,ANNUAL,122555,20080331,,INFORCE
1317,A01318,9,100000,W,F,2258004,1,TYPE-B,50,0,ANNUAL,596255,20090302,,INFORCE
4625,A04628,30,200000,W,F,499992,1,TYPE-B,64,0,ANNUAL,587177,20100831,20121027,CANCELLED
121,A00122,17,125000,,,,1,TYPE-B,49,0,ANNUAL,700,20071231,,INFORCE
7724,A07729,100,149999.88,,M,,6,TYPE-A,82,0,ANNUAL,1347266,20121219,,INFORCE
2449,A02450,12,100000,,,,1,TYPE-B,41,0,ANNUAL,823566,20091214,20110210,CANCELLED
8925,A08930,17,103090.07,M,F,399996,2,TYPE-A,42,3,ANNUAL,1402244,20130429,,INFORCE
3229,A03231,28,100000,M,M,999996,1,TYPE-B,67,3,ANNUAL,881866,20100311,,INFORCE
1566,A01567,30,150000,M,M,450000,1,TYPE-B,55,3,QUARTERLY,107377,20090331,,INFORCE
1984,A01985,22,250000.03,M,M,1449996,1,TYPE-B,47,1,ANNUAL,644988,20090826,20101025,CANCELLED
7076,A07081,12,100000,M,F,499992,2,TYPE-B,48,1,ANNUAL,261500,20120627,20130826,CANCELLED
2601,A02602,39,1000000,M,M,8083752,1,TYPE-B,45,1,ANNUAL,754033,20091231,,INFORCE
7278,A07283,70,118207.66,,M,,1,TYPE-A,11,1,SEMI-ANNUAL,1339399,20120809,,INFORCE
7216,A07221,17,123692.04,M,F,300000,1,TYPE-A,37,1,MONTHLY,680855,20120725,20121109,CANCELLED
5876,A05880,12,200000,,M,1200000,1,TYPE-B,61,0,ANNUAL,122577,20110810,20121009,CANCELLED
2173,A02174,24,300000,M,M,1399992,1,TYPE-B,60,1,ANNUAL,343466,20091006,,INFORCE
3283,A03285,12,150000,M,M,500004,1,TYPE-B,58,1,ANNUAL,200533,20100326,,INFORCE
10150,A10155,17,457983.84,,F,600000,2,TYPE-A,52,0,ANNUAL,343344,20131118,,INFORCE
3605,A03607,27,100000,M,F,300000,1,TYPE-B,50,3,ANNUAL,873622,20100423,20110622,CANCELLED
9038,A09043,102,183208.63,,M,2400000,1,TYPE-A,34,0,ANNUAL,1404333,20130529,,INFORCE
2333,A02334,14,100000,M,F,,4,TYPE-B,70,1,ANNUAL,343488,20091117,,INFORCE
573,A00574,38,120000.96,M,M,499992,1,TYPE-B,36,3,MONTHLY,184844,20080730,,INFORCE
4176,A04178,48,100000,M,F,300000,1,TYPE-B,47,1,ANNUAL,845222,20100702,,INFORCE
4606,A04609,36,100000,S,F,300000,1,TYPE-B,58,0,ANNUAL,900622,20100831,,INFORCE
9403,A09408,17,122980.32,S,F,999996,1,TYPE-A,47,0,MONTHLY,343344,20130731,,INFORCE
3768,A03770,12,100000,M,M,2000004,1,TYPE-B,39,2,ANNUAL,877877,20100419,,INFORCE
3902,A03904,27,200000,M,F,2839992,1,TYPE-B,57,2,SEMI-ANNUAL,755699,20100524,,INFORCE
981,A00982,17,100000,M,M,450000,1,TYPE-B,29,2,ANNUAL,256488,20081124,,INFORCE
6162,A06167,17,100000.57,M,M,300000,1,TYPE-A,58,3,ANNUAL,1280388,20111230,,INFORCE
3502,A03504,12,200000,M,M,350004,1,TYPE-B,40,3,ANNUAL,848811,20100329,20110527,CANCELLED
1407,A01408,12,100800,M,F,229992,1,TYPE-B,41,1,MONTHLY,493377,20090316,20110515,CANCELLED
535,A00536,17,100000,,,,1,TYPE-B,56,0,ANNUAL,263188,20080625,20090824,CANCELLED
4461,A04463,28,100000,M,M,249996,1,TYPE-B,67,3,ANNUAL,1119099,20100823,20111022,CANCELLED
6427,A06432,95,215435.15,,M,576000,5,TYPE-A,50,0,ANNUAL,1233788,20120221,20130320,CANCELLED
6255,A06260,12,150000,,M,1425996,1,TYPE-B,27,1,ANNUAL,856277,20111230,20130226,CANCELLED
9045,A09050,17,107254.8,M,M,360000,1,TYPE-A,27,1,MONTHLY,1187977,20130529,,INFORCE
7681,A07686,17,150000.14,,M,1399992,1,TYPE-A,48,0,ANNUAL,202200,20121214,,INFORCE
5271,A05274,12,200004,M,M,600000,1,TYPE-B,48,3,SEMI-ANNUAL,1149844,20110124,20110920,CANCELLED
1434,A01435,19,100000,M,M,999996,1,TYPE-B,65,1,SEMI-ANNUAL,343277,20090318,,INFORCE
7541,A07546,17,108770.29,M,F,300000,1,TYPE-A,62,2,ANNUAL,343344,20121122,,INFORCE
2579,A02580,27,100000,,,,1,TYPE-B,61,0,ANNUAL,828633,20091231,,INFORCE
6524,A06529,12,100000,M,M,999996,1,TYPE-B,36,1,SEMI-ANNUAL,744655,20120229,,INFORCE
3269,A03271,31,100000,M,M,,6,TYPE-B,64,3,ANNUAL,830177,20100325,,INFORCE
9898,A09903,81,150099.04,,M,2499996,1,TYPE-A,56,0,ANNUAL,773733,20130930,,INFORCE
3767,A03769,45,150000,M,F,159996,1,TYPE-B,49,1,ANNUAL,659444,20100420,,INFORCE
9932,A09937,17,204544.44,M,M,450000,2,TYPE-A,50,1,SEMI-ANNUAL,1079488,20130930,,INFORCE
3369,A03371,31,100000,M,F,,4,TYPE-B,63,1,QUARTERLY,348355,20100323,20110522,CANCELLED
1867,A01868,17,149999.54,S,M,500004,1,TYPE-B,19,0,ANNUAL,505999,20090730,,INFORCE
1454,A01455,9,100000,M,M,300000,1,TYPE-B,57,2,SEMI-ANNUAL,622211,20090326,,INFORCE
1786,A01787,51,525000,M,M,999996,1,TYPE-B,33,3,ANNUAL,475722,20090624,20100823,CANCELLED
10269,A10274,22,100000.44,S,F,2499996,1,TYPE-A,53,0,ANNUAL,1473288,20131129,,INFORCE
8581,A08586,17,299999.93,,M,1999992,2,TYPE-A,12,1,ANNUAL,1370355,20130331,,INFORCE
2521,A02522,17,100000,,,,1,TYPE-B,49,0,ANNUAL,565711,20091230,20120226,CANCELLED
4789,A04792,47,300000,M,M,800004,1,TYPE-B,47,2,ANNUAL,739200,20100831,,INFORCE
1820,A01821,26,125000,M,F,,4,TYPE-B,59,3,ANNUAL,691588,20090626,,INFORCE
8918,A08923,12,360002.88,M,M,1950000,1,TYPE-B,44,3,MONTHLY,118166,20130430,,INFORCE
2929,A02930,81,120000.96,,,,1,TYPE-B,49,0,MONTHLY,691588,20100223,,INFORCE
51,A00052,17,100000,S,M,1800000,1,TYPE-B,42,0,SEMI-ANNUAL,7377,20071004,,INFORCE
8179,A08184,17,206185.2,S,M,499992,1,TYPE-A,25,0,QUARTERLY,343344,20130226,,INFORCE
6522,A06527,17,101098.56,S,F,499992,1,TYPE-A,41,0,ANNUAL,20811,20120229,,INFORCE
7953,A07958,17,143918.88,M,M,,6,TYPE-A,67,1,MONTHLY,348355,20130118,,INFORCE
5900,A05904,12,108000.84,M,M,1500000,5,TYPE-B,55,3,MONTHLY,1181866,20110829,,INFORCE
3577,A03579,36,110000,M,M,5000004,1,TYPE-B,59,1,ANNUAL,802799,20100331,20110527,CANCELLED
469,A00470,39,102000.84,M,F,360000,1,TYPE-B,46,1,MONTHLY,229911,20080502,,INFORCE
2629,A02630,22,100000,M,M,279996,1,TYPE-B,25,3,ANNUAL,845222,20091231,,INFORCE
5605,A05608,12,300000,S,F,300000,1,TYPE-B,26,0,ANNUAL,1192488,20110330,20120527,CANCELLED
3846,A03848,44,120000,M,M,449724,1,TYPE-B,51,3,MONTHLY,325777,20100503,,INFORCE
8045,A08050,17,186746.96,M,M,799992,1,TYPE-A,39,2,SEMI-ANNUAL,343344,20130131,,INFORCE
8546,A08551,17,104904.06,,M,999996,1,TYPE-A,47,0,ANNUAL,1143799,20130326,,INFORCE
6696,A06701,12,100000,,M,300000,2,TYPE-B,18,3,ANNUAL,1272477,20120321,20130520,CANCELLED
4593,A04596,48,100000,M,F,500004,1,TYPE-B,46,1,SEMI-ANNUAL,701255,20100830,,INFORCE
1858,A01859,21,199999,M,F,399996,1,TYPE-B,63,2,ANNUAL,573422,20090708,,INFORCE
6338,A06343,69,300000.03,,M,,6,TYPE-A,65,2,ANNUAL,1290566,20120131,20130227,CANCELLED
9876,A09881,17,105077.36,M,M,499992,2,TYPE-A,64,2,QUARTERLY,343388,20130930,,INFORCE
865,A00866,17,100000,S,M,800004,1,TYPE-B,23,0,SEMI-ANNUAL,430622,20081015,,INFORCE
10065,A10070,12,100000,,F,212772,2,TYPE-B,65,3,SEMI-ANNUAL,1423433,20131025,,INFORCE
7771,A07776,12,120000.96,M,M,349992,2,TYPE-B,39,2,MONTHLY,1280066,20121228,,INFORCE
5316,A05319,12,150000,S,M,499992,1,TYPE-B,21,0,ANNUAL,923455,20110131,20130329,CANCELLED
6821,A06826,12,600004.8,M,M,900000,2,TYPE-B,47,2,MONTHLY,1244877,20120330,20120727,CANCELLED
9559,A09564,17,309270.6,,F,399996,2,TYPE-A,52,0,SEMI-ANNUAL,343344,20130826,,INFORCE
4626,A04629,12,100000,M,M,500004,5,TYPE-B,47,3,ANNUAL,1031877,20100831,,INFORCE
6751,A06756,32,101514.72,M,M,499992,1,TYPE-A,34,3,SEMI-ANNUAL,1308966,20120330,20121028,CANCELLED
7383,A07388,22,101550.01,S,M,249996,1,TYPE-A,26,0,ANNUAL,1219222,20120925,20131025,CANCELLED
425,A00426,33,1600000,M,M,440004,1,TYPE-B,52,1,QUARTERLY,223433,20080331,20080827,CANCELLED
188,A00189,40,100000,,,,5,TYPE-B,69,3,ANNUAL,163066,20080130,20090329,CANCELLED
6076,A06081,22,100000,S,M,300000,1,TYPE-B,22,0,ANNUAL,461211,20111111,20130109,CANCELLED
4983,A04986,12,100000,M,M,750000,1,TYPE-B,38,3,SEMI-ANNUAL,1142099,20101115,,INFORCE
228,A00229,29,200000,M,F,849996,1,TYPE-B,56,1,ANNUAL,66088,20080215,,INFORCE
5597,A05600,99,108066.88,,M,,1,TYPE-A,41,0,ANNUAL,1134411,20110329,20130427,CANCELLED
2741,A02742,17,100000,M,M,249996,1,TYPE-B,38,1,SEMI-ANNUAL,298988,20100115,20110315,CANCELLED
9056,A09061,94,124999.67,,M,,6,TYPE-A,71,0,ANNUAL,706066,20130531,,INFORCE
4439,A04441,12,100000,,,,1,TYPE-B,49,0,ANNUAL,857966,20100830,20111027,CANCELLED
2921,A02922,27,100000,M,F,285000,1,TYPE-B,36,1,ANNUAL,828222,20100210,20110411,CANCELLED
8743,A08748,102,101173.73,,M,4350000,1,TYPE-A,37,0,ANNUAL,1383022,20130331,,INFORCE
3653,A03655,27,100000,M,M,500004,1,TYPE-B,30,3,SEMI-ANNUAL,162977,20100331,20111127,CANCELLED
4411,A04413,34,200000,M,M,600000,1,TYPE-B,60,3,ANNUAL,1125188,20100817,20111016,CANCELLED
1128,A01129,22,100000,M,M,300000,5,TYPE-B,40,2,SEMI-ANNUAL,291744,20090109,,INFORCE
7537,A07542,17,100534.51,S,M,799992,2,TYPE-A,41,0,ANNUAL,1358711,20121123,,INFORCE
7656,A07661,17,128500.92,M,M,499992,1,TYPE-A,40,1,MONTHLY,348355,20121212,,INFORCE
2208,A02209,48,100000,M,M,2000004,1,TYPE-B,36,2,SEMI-ANNUAL,358599,20091014,,INFORCE
5425,A05428,12,100000.99,M,F,300000,1,TYPE-B,50,1,ANNUAL,1187644,20110223,20120423,CANCELLED
9224,A09229,17,111703.38,S,M,300000,2,TYPE-A,26,0,ANNUAL,1365544,20130628,,INFORCE
4533,A04535,27,125000,M,M,999996,1,TYPE-B,38,3,ANNUAL,1101844,20100830,,INFORCE
3153,A03155,39,800000,M,M,69999996,1,TYPE-B,56,3,ANNUAL,739255,20100305,,INFORCE
4791,A04794,31,100000,M,M,,6,TYPE-B,64,1,SEMI-ANNUAL,343377,20100831,,INFORCE
8087,A08092,12,130000,M,M,999996,1,TYPE-B,43,1,ANNUAL,879255,20130215,,INFORCE
8382,A08387,17,102076.94,M,F,300000,1,TYPE-A,63,1,SEMI-ANNUAL,343344,20130318,,INFORCE
9947,A09952,82,104744.74,,F,499992,2,TYPE-A,46,0,ANNUAL,1162699,20130930,,INFORCE
2374,A02375,17,100000,D,F,249996,1,TYPE-B,37,0,ANNUAL,783699,20091126,,INFORCE
1632,A01633,51,100000,M,M,399996,1,TYPE-B,34,1,ANNUAL,646122,20090420,,INFORCE
6916,A06921,12,300000,M,M,499992,1,TYPE-B,45,1,ANNUAL,1288555,20120330,20130527,CANCELLED
2298,A02299,35,100000,M,M,399996,1,TYPE-B,49,3,QUARTERLY,343499,20091105,20100406,CANCELLED
5438,A05441,12,120003.36,M,M,999996,1,TYPE-B,51,1,MONTHLY,809077,20110307,20110806,CANCELLED
7703,A07708,17,123728.4,D,F,799992,1,TYPE-A,37,0,MONTHLY,343344,20121217,,INFORCE
7237,A07242,32,100478.4,,M,499992,1,TYPE-A,42,2,MONTHLY,20922,20120731,,INFORCE
10060,A10065,22,154635.05,M,F,900000,2,TYPE-A,45,2,ANNUAL,1267955,20131028,,INFORCE
4511,A04513,27,100000,S,M,600000,1,TYPE-B,23,0,ANNUAL,1027166,20100827,,INFORCE
9433,A09438,99,100560.24,,F,499992,2,TYPE-A,33,0,ANNUAL,1416111,20130808,,INFORCE
5950,A05955,32,100016.62,M,M,6000000,5,TYPE-A,51,3,ANNUAL,1211011,20110928,20121028,CANCELLED
8315,A08320,82,150099.04,,M,600000,1,TYPE-A,55,0,ANNUAL,1079166,20130312,,INFORCE
7142,A07147,12,100000,S,M,999996,1,TYPE-B,25,0,ANNUAL,1219222,20120710,20130908,CANCELLED
8281,A08286,27,162530.04,M,M,1500000,1,TYPE-A,44,1,MONTHLY,343344,20130307,,INFORCE
9416,A09421,17,128613.12,M,M,450000,1,TYPE-A,55,1,MONTHLY,348022,20130731,,INFORCE
8358,A08363,101,151453.85,,M,2400000,1,TYPE-A,36,0,ANNUAL,1361777,20130331,,INFORCE
7471,A07476,94,101440.44,,M,999996,1,TYPE-A,45,0,MONTHLY,1354477,20121023,,INFORCE
5968,A05973,101,136948.44,,M,600000,1,TYPE-A,36,0,MONTHLY,1234555,20111025,20130609,CANCELLED
2550,A02551,22,500000,M,F,999996,1,TYPE-B,37,2,QUARTERLY,832888,20100107,20120307,CANCELLED
4565,A04568,46,525000,M,M,2499996,1,TYPE-B,48,1,ANNUAL,923455,20100830,,INFORCE
938,A00939,33,199998,M,F,350004,1,TYPE-B,51,3,SEMI-ANNUAL,525977,20081107,20120106,CANCELLED
5500,A05503,85,189456.26,,M,,1,TYPE-A,47,0,SEMI-ANNUAL,1203255,20110311,20111011,CANCELLED
9185,A09190,12,200001.6,,M,1200000,1,TYPE-B,48,3,MONTHLY,1222955,20130627,,INFORCE
5786,A05789,12,200000,S,F,1299996,1,TYPE-B,35,0,ANNUAL,1186166,20110615,20120814,CANCELLED
10074,A10079,17,186000.72,M,F,,4,TYPE-A,66,3,MONTHLY,343477,20131022,,INFORCE
2644,A02645,27,100000,M,M,399996,1,TYPE-B,36,1,ANNUAL,842166,20100106,,INFORCE
3165,A03167,27,140000,M,M,374004,5,TYPE-B,35,1,QUARTERLY,605866,20100309,,INFORCE
3639,A03641,27,100000,M,M,375000,1,TYPE-B,46,3,ANNUAL,696233,20100409,20110606,CANCELLED
2061,A02062,35,100000,M,M,800004,1,TYPE-B,45,2,SEMI-ANNUAL,534911,20090911,,INFORCE
9538,A09543,22,103999.94,,F,600000,2,TYPE-A,53,0,SEMI-ANNUAL,20511,20130827,,INFORCE
2812,A02813,22,100000,M,M,500004,1,TYPE-B,36,2,ANNUAL,549744,20100128,20110329,CANCELLED
9720,A09725,17,300000.36,,F,,4,TYPE-A,39,0,ANNUAL,343477,20130924,,INFORCE
8950,A08955,17,100000.12,,M,499992,1,TYPE-A,63,0,ANNUAL,1239533,20130509,,INFORCE
9322,A09327,32,100000.79,S,M,499992,2,TYPE-A,24,0,ANNUAL,1349422,20130718,,INFORCE
2549,A02550,17,100000,M,M,800004,1,TYPE-B,41,3,QUARTERLY,844244,20091231,20110827,CANCELLED
8373,A08378,17,309237.96,M,F,549996,1,TYPE-A,49,2,MONTHLY,343344,20130318,,INFORCE
5215,A05218,71,100514.7,M,M,586584,1,TYPE-A,33,1,ANNUAL,834266,20110106,20130205,CANCELLED
4629,A04632,37,650000,M,M,315000,1,TYPE-B,57,2,ANNUAL,362588,20100831,,INFORCE
9446,A09451,43,162974.47,M,M,499992,1,TYPE-A,61,2,ANNUAL,1157900,20130823,,INFORCE
1024,A01025,59,108000.84,M,F,110004,1,TYPE-B,23,1,MONTHLY,493499,20081204,,INFORCE
4326,A04328,41,100000,M,M,399996,1,TYPE-B,53,2,ANNUAL,634300,20100730,20110926,CANCELLED
5825,A05829,12,149999.99,M,M,1599996,1,TYPE-B,61,2,ANNUAL,532155,20110630,20120827,CANCELLED
1951,A01952,29,200000,M,M,600000,1,TYPE-B,55,3,ANNUAL,343355,20090731,20110926,CANCELLED
5380,A05383,75,199019.47,,M,,6,TYPE-A,73,1,ANNUAL,1065833,20110216,,INFORCE
351,A00352,43,100000,S,M,350004,1,TYPE-B,41,0,QUARTERLY,104244,20080326,20080825,CANCELLED
5216,A05219,82,100514.82,,M,,1,TYPE-A,57,0,ANNUAL,1123577,20110105,20120204,CANCELLED
3662,A03664,12,100000,M,F,249996,1,TYPE-B,53,3,ANNUAL,849044,20100331,20120527,CANCELLED
9023,A09028,65,264998.55,,M,120000,2,TYPE-A,67,3,ANNUAL,1132866,20130531,,INFORCE
5312,A05315,86,120556.2,,M,,1,TYPE-A,39,0,MONTHLY,1129999,20110131,,INFORCE
3150,A03152,12,100000,M,M,800004,1,TYPE-B,33,1,ANNUAL,200533,20100305,,INFORCE
9171,A09176,22,199999.81,,F,300000,2,TYPE-A,63,0,ANNUAL,1289499,20130626,,INFORCE
10282,A10287,22,200000.72,,M,999996,2,TYPE-A,55,0,QUARTERLY,343500,20131129,,INFORCE
8908,A08913,96,149999.88,,F,,6,TYPE-A,73,0,ANNUAL,1379355,20130425,,INFORCE
2939,A02940,12,100000,M,M,294996,1,TYPE-B,39,2,SEMI-ANNUAL,794744,20100219,,INFORCE
1340,A01341,9,100000.8,M,F,324996,1,TYPE-B,29,2,MONTHLY,24544,20090227,,INFORCE
9709,A09714,12,250000,M,M,849996,1,TYPE-B,56,3,ANNUAL,874299,20131028,,INFORCE
6497,A06502,12,100000,M,F,499992,2,TYPE-B,25,2,ANNUAL,1208455,20120229,,INFORCE
8160,A08165,12,100000,,M,,6,TYPE-B,62,2,ANNUAL,1219777,20130220,,INFORCE
4977,A04980,17,502573.99,M,M,999996,1,TYPE-A,36,2,ANNUAL,739255,20101115,,INFORCE
